model,source,base,dataset,N,topk,steering_type,rf_type,pass_rate
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,5,1.0,positional,wo_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,last-token,w_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,last-token,wo_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,mean,wo_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.01,positional,wo_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,last-token,w_rf,0.5
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,last-token,wo_rf,0.64
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,mean,w_rf,0.6
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,mean,wo_rf,0.66
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,positional,w_rf,0.38
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.03,positional,wo_rf,0.4
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,last-token,w_rf,0.74
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,last-token,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,mean,w_rf,0.8
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,mean,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,positional,w_rf,0.8
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.05,positional,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,last-token,w_rf,0.42
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,last-token,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,mean,w_rf,0.22
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,mean,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,positional,w_rf,0.64
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.08,positional,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,last-token,w_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,last-token,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,mean,wo_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.1,positional,wo_rf,0.72
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,last-token,wo_rf,0.1
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,mean,wo_rf,0.2
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,0.5,positional,wo_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,last-token,wo_rf,0.84
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,mean,wo_rf,0.76
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,8,1.0,positional,wo_rf,0.36
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,last-token,w_rf,0.08
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,last-token,wo_rf,0.08
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,mean,w_rf,0.04
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,mean,wo_rf,0.06
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,positional,w_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.01,positional,wo_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,last-token,w_rf,0.82
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,last-token,wo_rf,0.96
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,mean,w_rf,0.82
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,mean,wo_rf,0.98
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,positional,w_rf,0.76
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.03,positional,wo_rf,0.9
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,last-token,w_rf,0.54
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,last-token,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,mean,w_rf,0.62
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,mean,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,positional,w_rf,0.68
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.05,positional,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,last-token,w_rf,0.08
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,last-token,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,mean,w_rf,0.12
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,mean,wo_rf,0.76
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,positional,w_rf,0.02
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.08,positional,wo_rf,0.42
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,last-token,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,last-token,wo_rf,0.98
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,mean,w_rf,0.12
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,mean,wo_rf,1.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.1,positional,wo_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,last-token,wo_rf,0.36
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,mean,wo_rf,0.32
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,0.5,positional,wo_rf,0.94
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,last-token,wo_rf,0.22
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,mean,wo_rf,0.96
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,harmful-long,harmless,harmful-long → harmless,10,1.0,positional,wo_rf,0.9
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,last-token,w_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,last-token,wo_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,mean,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,mean,wo_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,positional,w_rf,0.1
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.01,positional,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,last-token,w_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,last-token,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,mean,w_rf,0.22
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,mean,wo_rf,0.22
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.03,positional,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,last-token,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,last-token,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,mean,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,mean,wo_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,positional,w_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.05,positional,wo_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,last-token,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,last-token,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,mean,w_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,mean,wo_rf,0.24
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,positional,w_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.08,positional,wo_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,last-token,w_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,last-token,wo_rf,0.22
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,mean,w_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,mean,wo_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.1,positional,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,mean,w_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,mean,wo_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,0.5,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,last-token,wo_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,mean,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,1,1.0,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,last-token,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,last-token,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,mean,w_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,mean,wo_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.01,positional,wo_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,last-token,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,last-token,wo_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,mean,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,mean,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.03,positional,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,last-token,w_rf,0.1
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,last-token,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,mean,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,mean,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,positional,w_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.05,positional,wo_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,last-token,w_rf,0.26
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,last-token,wo_rf,0.28
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,mean,w_rf,0.54
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,mean,wo_rf,0.54
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,positional,w_rf,0.28
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.08,positional,wo_rf,0.3
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,last-token,w_rf,0.3
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,last-token,wo_rf,0.3
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,mean,w_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,mean,wo_rf,0.22
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,positional,w_rf,0.28
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.1,positional,wo_rf,0.32
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,mean,wo_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,0.5,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,mean,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,3,1.0,positional,wo_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,last-token,w_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,last-token,wo_rf,0.2
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,mean,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,mean,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.01,positional,wo_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,last-token,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,last-token,wo_rf,0.1
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,mean,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,mean,wo_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,positional,w_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.03,positional,wo_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,last-token,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,last-token,wo_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,mean,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,mean,wo_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,positional,w_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.05,positional,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,last-token,w_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,last-token,wo_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,mean,w_rf,0.1
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,mean,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.08,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,mean,wo_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.1,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,mean,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,0.5,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,mean,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,5,1.0,positional,wo_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,last-token,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,last-token,wo_rf,0.14
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,mean,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,mean,wo_rf,0.18
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,positional,w_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.01,positional,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,last-token,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,last-token,wo_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,mean,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,mean,wo_rf,0.06
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,positional,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.03,positional,wo_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,last-token,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,last-token,wo_rf,0.12
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,mean,w_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,mean,wo_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,positional,w_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.05,positional,wo_rf,0.08
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,last-token,wo_rf,0.04
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,mean,w_rf,0.1
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,mean,wo_rf,0.16
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.08,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,mean,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.1,positional,wo_rf,0.02
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,mean,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,0.5,positional,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,last-token,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,last-token,wo_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,mean,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,mean,wo_rf,1.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,positional,w_rf,0.0
Qwen1.5-14B-Chat,paragraph-long,sentence,paragraph-long → sentence,8,1.0,positional,wo_rf,0.0
